Id,DisplayName,Views,DownVotes,LastAccessDate,ProfileImageUrl,WebsiteUrl,Reputation,Location,Age,UpVotes,CreationDate,AboutMe,AccountId
381,Manuel Gutierrez,0,0,2016-01-11T22:42:50.630,,http://xr09.github.io,101,Cuba,30,0,2015-12-01T21:37:10.573,"<p>Programmer, sysadmin.</p><br/><br/><p>Stuff I use: Python, Bash, Mercurial, Git, Flask, Django, Nginx, Debian, CentOS</p><br/>",1336333
383,Ty221,0,0,2015-12-01T21:38:39.317,https://i.stack.imgur.com/zlDVC.png?s=128&g=1,http://tymonradzik.pl,101,Poland,15,0,2015-12-01T21:38:39.317,"<p><a href=""https://play.google.com/store/search?q=pub:Tymon+Radzik"" rel=""nofollow""><img src=""http://i.stack.imgur.com/C8p9Q.png"" alt=""enter image description here""></a></p><br/><br/><p>I am Android and Java developer, currently developing mainly web applications using HTML5 and PHP. I was born and I live in Poland. </p><br/><br/><p>I am administrator and chief-editor of PHP blog - <a href=""http://vardump.pl"" rel=""nofollow"">http://vardump.pl</a> (polish version only)</p><br/><br/><p><a href=""http://stackexchange.com/users/2210999""><br/><img src=""http://stackexchange.com/users/flair/2210999.png"" width=""208"" height=""58"" alt=""profile for Ty221 on Stack Exchange, a network of free, community-driven Q&A sites"" title=""profile for Ty221 on Stack Exchange, a network of free, community-driven Q&A sites""><br/></a></p><br/>",2210999
384,David Vanegas,2,0,2016-03-29T17:38:08.140,https://i.stack.imgur.com/ddieG.jpg,,1,,,0,2015-12-01T21:42:31.710,,7395649
385,Rafa Poveda,2,0,2016-01-23T08:14:09.300,https://www.gravatar.com/avatar/e30f51c872aac97f6c8b0bb2c20e0f24?s=128&d=identicon&r=PG,http://raven.es,1,"Seville, Spain",34,0,2015-12-01T21:43:20.083,,871958
386,Guscarr,2,0,2016-05-23T18:20:44.693,https://i.stack.imgur.com/VL9hh.jpg?s=128&g=1,http://blog.genexus.com/guscarr,1,,,0,2015-12-01T21:46:01.857,,4605527
387,PhoneixS,2,0,2016-04-26T09:10:40.837,https://www.gravatar.com/avatar/4868ca7693fefbf515b0d3b60d693ccd?s=128&d=identicon&r=PG,http://www.phoneixs.es,101,"Segovia, Spain",30,2,2015-12-01T21:48:42.327,<p>I'm a programmer with interest in all things related to technology and science fiction.</p><br/><br/><h1>SOreadytohelp</h1><br/>,228743
388,Pablo M.,2,0,2016-08-05T22:38:58.133,https://i.stack.imgur.com/6hP5v.jpg?s=128&g=1,,1,,,0,2015-12-01T21:52:15.083,,204242
389,OSjerick,12,2,2016-08-31T18:11:23.863,https://www.gravatar.com/avatar/790f19a1bc10cb1b78d98940a82eb070?s=128&d=identicon&r=PG,http://tex.stackexchange.com/users/14589/osjerick,252,"Mérida, Venezuela",27,41,2015-12-01T22:03:37.653,"<p>Ingeniero electricista, amante del aprendizaje.</p><br/>",1486446
390,Ana Paula Tello,2,0,2015-12-01T22:05:05.067,https://www.gravatar.com/avatar/e7a635146377d735599a5df54d026407?s=128&d=identicon&r=PG,,1,,,0,2015-12-01T22:05:05.067,,3950127
391,hithwen,0,0,2015-12-01T22:07:01.380,https://www.gravatar.com/avatar/0184c8101889e56d05c5c580d57517ce?s=128&d=identicon&r=PG,http://about.me/hithwen,101,Spain,29,0,2015-12-01T22:07:01.380,<p>Software Engineer at biicode</p><br/>,36886
392,karloswitt,2,0,2015-12-15T22:03:59.090,https://www.gravatar.com/avatar/a06f53fcc19941f6ec3b3d8f7f59413a?s=128&d=identicon&r=PG,http://tex.stackexchange.com/users/47861/karloswitt,1,Oviedo,,0,2015-12-01T22:08:13.180,"<p>I'm a enthusiastic user of LaTeX. My knowledge and skills are very basic, but thanks StackExchange, I'm learning everyday!</p><br/>",4163045
393,Raul Guiu,1,0,2015-12-02T18:44:18.247,https://www.gravatar.com/avatar/7b81eca12df6d459c1ed0ae7d7f57733?s=128&d=identicon&r=PG,http://www.linkedin.com/profile/view?id=1726629,101,"Madrid, Spain",,2,2015-12-01T22:12:15.460,<p>Developer at ... </p><br/>,65624
394,Felipe Calvo,2,0,2015-12-15T06:41:43.900,https://lh5.googleusercontent.com/-O34kyaHYCZQ/AAAAAAAAAAI/AAAAAAAAM5I/L-RudYD7D1k/photo.jpg?sz=128,https://topcontributor.withgoogle.com/profile/felipe-calvo-c9e8ea,1,,,2,2015-12-01T22:21:23.840,"<p>¡I code for fun!</p><br/><br/><p>Though I'm not an expert I like to share the little things I know, especially questions related with Google products, I'm a <a href=""https://topcontributor.withgoogle.com/profile/felipe-calvo-cepeda-c9e8ea"" rel=""nofollow"">Google Top Contributor</a>.</p><br/><br/><p>So, let's have fun :-)</p><br/>",6326845
395,JorgeArtware,1,0,2015-12-14T19:40:16.010,https://i.stack.imgur.com/oVH6m.jpg?s=128&g=1,https://about.me/jorgeartware,101,"Guadalajara, Mexico",32,0,2015-12-01T22:26:20.903,"<p>If you are reading this, chances are, we have more than a few things in common; I fell in love with computers when I was 6 and found a 5<sup>1/4</sup> floppy disk containing an MS-DOS tutorial at my dad's workplace (a university library), the ""geeky"" library interns were amazingly kind and easy going, they didn't underestimate me, they encouraged me to feel at home with qwerty + tty interfaces, <strong>STEM people have been my favorite crowd ever since</strong>. My 6 y/older brother is also a geek, and a very talented programmer even since those days, so he had my back. We had our first computer when I was 7, I messed around with code a little but to be honest I spent most time playing (no regrets! u_u) banana bombing buildings on Gorillas, perfect-syncing jumps in Out of this World and dying on Prince of Persia (sniff). And of course Nintendo was very demanding (believe! xD). I used to be quite good at math and science, by 17 I was certified as an electronics technician, but soon I realized <em>I didn't understand the world</em> and therefore I couldn't know what would be relevant to innovate.</p><br/><br/><p><strong>I spent some years exploring culture</strong>; through observation, books, cinema, the internet <sup>(<em>F yeah!</em>)</sup>, extensive discussions with people of great diversity of character, and lots of other kind of <strong>experiences</strong> that I couldn't list here, just explored life in general. I also spent a couple of years working in a transnational communications company and got to understand a lot about business.</p><br/><br/><p>Now that I'm not so ignorant, I have some ambitious goals to check-mark for lulz, decided software was my obvious starting point, I'm driven and <strong>ready to face any challenges that may come</strong>.</p><br/><br/><p>I wrote a little exaggerated piece on my about.me page, go and have a good giggle.</p><br/>",508474
396,Gerardo Curiel,1,0,2016-03-25T13:13:23.913,https://www.gravatar.com/avatar/530d9da93ff450c7d345a88d024c462e?s=128&d=identicon&r=PG,http://gerardo.cc,1,"Maracaibo, Venezuela",32,0,2015-12-01T22:33:56.317,<p>Full-stack software developer. I make stuff.</p><br/>,28681
397,SERPRO,0,0,2016-01-26T11:48:04.300,https://www.gravatar.com/avatar/7c3c0b4b559d2225383a7094ede592f9?s=128&d=identicon&r=PG,http://droidmonkeys.com,101,"Southampton, United Kingdom",35,0,2015-12-01T22:37:19.100,"<ul><br/><li>Senior web developer (LAMP)</li><br/><li>Android developer</li><br/></ul><br/><br/><p>|| <a href=""https://github.com/serpro"" rel=""nofollow"">GitHub</a> || <a href=""https://gist.github.com/serpro"" rel=""nofollow"">Gist</a> ||</p><br/><br/><p>Twitter: <a href=""http://www.twitter.com/slopezbustos"" rel=""nofollow"">@slopezbustos</a></p><br/><br/><p>LinkedIn: <a href=""http://uk.linkedin.com/in/serpro"" rel=""nofollow"">Sergio Lopez de Bustos</a></p><br/><br/><p>Email: <strong>serpro</strong> [at] <strong>gmail</strong> [dot] <strong>com</strong></p><br/><br/><p><a href=""http://careers.stackoverflow.com/slopezbustos"">More info</a></p><br/><br/><p><code>#SOreadytohelp</code></p><br/>",277384
398,JuanK,115,5,2016-09-03T21:37:21.450,,https://juank.io,1672,"Bogota, Colombia",37,45,2015-12-01T22:41:07.197,"<p>Working at Microsoft as SR Technical Evangelist, I'm a passionate technology lover, software architect and consultant. </p><br/><br/><h2>Microsoft</h2><br/><br/><ul><br/><li><strong>Microsoft MVP on Visual C#</strong> for 4 (almost 5) consecutive years</li><br/><li>Microsoft Certified Professional: <strong>Developing Azure Solutions</strong></li><br/><li>Microsoft Certified Professional: <strong>Implementing and managing Windows Server</strong></li><br/><li>Microsoft Certified Technology Specialist: <strong>.Net Framework</strong></li><br/></ul><br/><br/><h2>Oracle</h2><br/><br/><ul><br/><li>Oracle Certified Professional <strong>PL/SQL Developer</strong></li><br/><li>Oracle Certified Associate <strong>Forms Development</strong></li><br/></ul><br/>",417215
399,Gepser,129,85,2016-09-02T23:46:06.417,,,1363,,29,109,2015-12-01T22:45:12.830,<p>Software Engineer 3 at Paypal. Entrepreneur. 3D Design and Animation. I love Blender. English/Spanish.</p><br/>,2939877
400,Raider,18,0,2016-08-04T13:06:51.317,https://www.gravatar.com/avatar/268fcb807b3267c9fc059d6551eca321?s=128&d=identicon&r=PG&f=1,,141,Asturias,26,20,2015-12-01T22:48:24.573,"<p>No hay mucho que contar, desarrollador Java, principalmente en Spring MVC</p><br/>",4226365
401,Pako Navarro,2,0,2015-12-01T22:50:07.443,https://lh6.googleusercontent.com/-oir5DKwiB6o/AAAAAAAAAAI/AAAAAAAAFzA/yZWFevQy4o8/photo.jpg?sz=128,http://www.albandroid.es,1,Spain,31,0,2015-12-01T22:50:07.443,"<p>I'm a J2EE developer who works in spain.</p><br/><br/><p>I used to work with spring, struts, JSF, hibernate.</p><br/>",5291332
402,Avelino,1,0,2015-12-01T22:53:16.030,https://www.gravatar.com/avatar/2fc340a22c330a2aaa963e4c5e388023?s=128&d=identicon&r=PG,http://www.whaves.com,101,"Joacaba, Brazil",23,0,2015-12-01T22:53:16.030,"<p>""People who are really serious about software should make their own hardware"". (Alan Kay -1982)</p><br/>",3226730
403,jherran,4,2,2016-07-02T14:49:09.080,https://i.stack.imgur.com/Dur0v.png?s=128&g=1,http://joseherran.info,150,"Madrid, Spain",41,7,2015-12-01T23:00:26.660,"<p>iOS Developer</p><br/><br/><ul><br/><li><a href=""http://joseherran.info"" rel=""nofollow"">http://joseherran.info</a></li><br/><li><a href=""http://portfoliomanagerapp.com"" rel=""nofollow"">http://portfoliomanagerapp.com</a></li><br/></ul><br/><br/><hr><br/><br/><p><a href=""http://stackexchange.com/users/2121876/jherran""><img src=""http://stackexchange.com/users/flair/2121876.png?theme=clean"" width=""208"" height=""58"" alt=""profile for jherran on Stack Exchange, a network of free, community-driven Q&A sites"" title=""profile for jherran on Stack Exchange, a network of free, community-driven Q&A sites"" /></a></p><br/><br/><p><a href=""https://twitter.com/search?q=%23SOreadytohelp&src=tyah"" rel=""nofollow"">#SOreadytohelp</a></p><br/>",2121876
404,Kanuz,3,3,2015-12-15T19:38:28.447,https://www.gravatar.com/avatar/7ceed6ba055e9fc4b355c7b3589a0683?s=128&d=identicon&r=PG,,4,,,4,2015-12-01T23:21:25.433,,2536775
405,Daniel,0,0,2016-03-05T14:40:32.513,https://i.stack.imgur.com/Bn7fR.jpg?s=128&g=1,,101,Chile,,0,2015-12-01T23:21:47.563,,2897110
406,GorrillaMcD,2,0,2015-12-05T20:00:09.783,https://www.gravatar.com/avatar/7ab9cb13c139cc3da4cb51bd01e3e8a8?s=128&d=identicon&r=PG,http://thematicnet.com,101,"Guadalajara, Mexico",29,0,2015-12-01T23:22:07.780,"<p>Missionary in Mexico helping a Bible College with their systems administration needs. I went to school for graphic design and am now learning Ruby on Rails to develop some awesome new open source applications, like <a href=""http://github.com/gorrillamcd/armory"" rel=""nofollow"" title=""Armory"">Armory</a>.</p><br/><br/><p>You can also <a href=""http://www.techonamission.com"" rel=""nofollow"" title=""check out my new blog"">check out my new blog</a>. I write about things I'm learning in web development.</p><br/><br/><p>I've also started a website where I sell website themes and write theme-related articles and tutorials. <a href=""http://thematicnet.com/"" rel=""nofollow"" title=""Check it out: ThematicNet.com"">Check it out: ThematicNet.com</a>.</p><br/><br/><p>Hablas español? Hay una propuesta para StackOverflow en español. <a href=""http://area51.stackexchange.com/proposals/42810/stack-overflow-in-spanish?referrer=KW6AGRSxDBI9zlsUrCq6xg2"">Inscribete ahorita para realizar la propuesta.</a></p><br/>",1442094
407,vangodp,3,0,2016-09-04T00:51:38.733,https://graph.facebook.com/1481917130/picture?type=large,,19,"Málaga, España",39,1,2015-12-01T23:28:38.237,<p>Heavy metal 4ever!</p><br/>,5443138
408,OnaBai,1,0,2015-12-01T23:29:07.800,https://i.stack.imgur.com/jk7H7.jpg?s=128&g=1,http://onabai.wordpress.com,101,Spain,51,0,2015-12-01T23:29:07.800,"<p><strong>It is not about whether I have problems but if I have solutions.</strong></p><br/><br/><p>Passionate about new projects and technologies.</p><br/><br/><p>Software Developer. Software Architect. Software Optimizer. Software Debugger. Looking for simplifying software development, reducing time and cost, minimizing errors, increasing value, solving people problems and <strong>satisfying your needs</strong>.</p><br/><br/><p><strong>Not just Think Different: Act Different!!!</strong></p><br/><br/><p>contact-me: so@onabai.com</p><br/>",1428733
409,Absalón Valdés,3,0,2016-08-09T17:07:46.220,https://www.gravatar.com/avatar/f1aec8f38868e20a13aeeeb663904784?s=128&d=identicon&r=PG,,119,"Santiago, Chile",28,0,2015-12-01T23:33:42.643,<p>I wrote this bio just to earn a badge :)</p><br/>,133074
410,David Cifuentes,0,0,2015-12-04T22:07:21.750,https://i.stack.imgur.com/hG1hS.jpg?s=128&g=1,http://www.eforcers.com,101,"Bogota, Colombia",31,0,2015-12-01T23:35:02.840,"<p>Software Engineer • GDE (Google Developer Expert) Cloud Platform 2014 • Founder and lead organizer GDG (Google Developer Group) Bogotá • Python, Java, Javascript • Google App Engine, Flask, Google APIs, AngularJS</p><br/><br/><p><img src=""http://i.stack.imgur.com/bP9AK.png"" alt=""Google Developer Expert Cloud Platform 2014""></p><br/>",41245
411,Envite,0,0,2015-12-02T00:30:35.530,https://i.stack.imgur.com/b8AkA.jpg?s=128&g=1,,101,,,0,2015-12-01T23:37:06.387,,1870957
414,Luis Alvarado,2,0,2016-01-30T17:12:49.733,https://i.stack.imgur.com/HtZ3d.png?s=128&g=1,http://thedeveloper.club,103,Costa Rica,37,1,2015-12-02T00:06:38.200,"<p><a href=""http://careers.stackoverflow.com/luisalvarado"">Stack Careers</a> | <a href=""http://www.linkedin.com/in/luisalvarado"" rel=""nofollow"">Linkedin</a> | <br/><img src=""http://i.stack.imgur.com/FaCxz.png"" alt=""enter image description here""> <a href=""https://launchpad.net/~luisalvarado"" rel=""nofollow"">Launchpad</a>  | <img src=""http://i.stack.imgur.com/9Np45.png"" alt=""enter image description here""> <a href=""https://wiki.ubuntu.com/luisalvarado"" rel=""nofollow"">Ubuntu Wiki</a></p><br/><br/><p><strong>- Random SE Stuff -</strong> </p><br/><br/><p><a href=""http://data.stackexchange.com/ubuntu/query/78218/users-reputation-in-latin-america"" rel=""nofollow"">Latin American Members</a>  | <br/><a href=""http://data.stackexchange.com/ubuntu/query/89168/order-users-by-badges"" rel=""nofollow"">JC Race Award</a> | <br/><a href=""http://data.stackexchange.com/ubuntu/query/89169/users-with-gold-badges"" rel=""nofollow"">Human Robot Award</a> </p><br/>",250540
415,Ramon Felix,4,1,2016-03-31T17:36:38.433,https://i.stack.imgur.com/9jeLz.jpg?s=128&g=1,,11,Mexico,43,3,2015-12-02T00:11:47.000,"<p>Software Developer for +10 working mainly as project leader in .Net technologies, android, webservices using oracle databases.</p><br/>",1807939
416,Peter Olson,36,0,2016-07-29T03:55:40.163,https://www.gravatar.com/avatar/233308e20f7e2236848f31c2b0b865dd?s=128&d=identicon&r=PG,http://www.virtualtrebuchet.com/,1100,"Qingdao, China",21,7,2015-12-02T00:35:33.333,"<p><strong>Projects</strong></p><br/><br/><ul><br/><li><a href=""http://peterolson.github.com/Pygmy/Docs/index.html"" rel=""nofollow"">Pygmy</a></li><br/><li><a href=""https://github.com/peterolson/BigInteger.js"" rel=""nofollow"">BigInteger.js</a></li><br/><li><a href=""https://github.com/peterolson/BigRational.js"" rel=""nofollow"">BigRational.js</a></li><br/><li><a href=""http://www.virtualtrebuchet.com/"" rel=""nofollow"">Virtual Trebuchet</a></li><br/><li><a href=""https://github.com/peterolson/Word-Math"" rel=""nofollow"">Word Math</a></li><br/></ul><br/><br/><h2><img src=""https://projecteuler.net/profile/peter.olson.png"" alt=""enter image description here""></h2><br/><br/><p><strong>Articles</strong></p><br/><br/><ul><br/><li><a href=""http://www.codeproject.com/Articles/345888/How-to-write-a-simple-interpreter-in-Javascript"" rel=""nofollow"">How to write a simple interpreter in Javascript</a> (<a href=""https://plus.google.com/u/0/118095276221607585885/posts/XpxFLsw5Lad"" rel=""nofollow"">shared on Google+</a> by Douglas Crockford)</li><br/><li><a href=""http://www.codeproject.com/Articles/346904/Common-Pitfalls-of-jQuery"" rel=""nofollow"">Common pitfalls of jQuery</a></li><br/><li><a href=""http://www.codeproject.com/Articles/333596/What-devs-should-know-about-Javascript"" rel=""nofollow"">What you should know about if you are new to Javascript</a></li><br/><li><a href=""http://www.codeproject.com/Articles/369858/Writing-polyfills-in-Javascript"" rel=""nofollow"">Writing polyfills in Javascript</a></li><br/></ul><br/><br/><hr><br/><br/><p>You can contact me at </p><br/><br/><pre><code>peter.e.c.olson+stackexchange@gmail.com<br/></code></pre><br/>",262054
417,dwarandae,52,137,2016-09-04T00:26:37.580,https://i.stack.imgur.com/XIA3n.jpg,http://dwarandae.com,788,"Bogota, Colombia",24,381,2015-12-02T00:43:20.370,"<p>Systems Engineering and Computing student at <a href=""http://www.unal.edu.co"" rel=""nofollow"">Universidad Nacional de Colombia</a>. Software developer at #Unal. I'm interested in software development technologies, methodologies and software history. Raccoon lover.</p><br/>",2212231
418,krescruz,1,0,2015-12-08T23:00:03.673,https://www.gravatar.com/avatar/e2a4226009bfb06768b190c02d51ad7b?s=128&d=identicon&r=PG,https://twitter.com/kresCruz,1,"Mexico City, Mexico",,4,2015-12-02T00:46:35.363,"<p><a href=""https://twitter.com/kresCruz"" rel=""nofollow"">https://twitter.com/kresCruz</a></p><br/><br/><p><a href=""https://plus.google.com/+CresencioCruz/"" rel=""nofollow"">https://plus.google.com/+CresencioCruz/</a></p><br/><br/><p><a href=""http://mx.linkedin.com/in/cresenciocruz/"" rel=""nofollow"">http://mx.linkedin.com/in/cresenciocruz/</a></p><br/>",3656011
420,benek,2,0,2015-12-15T21:11:12.990,https://www.gravatar.com/avatar/e97f0abc76cf0438008d6b9574e03da8?s=128&d=identicon&r=PG,http://www.javamexico.org/,1,"Queretaro, Mexico",32,1,2015-12-02T01:09:30.513,<p>Software Engineer working at @SintelTI.</p><br/><br/><p>@_benek</p><br/>,217231
421,jackgris,0,0,2016-01-31T14:54:13.217,https://www.gravatar.com/avatar/eeff3312ae9bffb79eadcc494a80362d?s=128&d=identicon&r=PG,http://www.aprendiendodeandroidymas.com/,101,"Rosario, Argentina",31,1,2015-12-02T01:11:48.780,"<p>I hope to grow constantly in my career, incorporating all the knowledge possible</p><br/>",1943037
422,Learner,2,0,2015-12-02T01:16:53.643,https://www.gravatar.com/avatar/4972f46b403fd86cf6782c69f285c488?s=128&d=identicon&r=PG&f=1,,1,,,0,2015-12-02T01:16:53.643,,3305587
423,user1231958,3,0,2016-01-04T10:04:42.527,https://www.gravatar.com/avatar/5ecf52f1babf79f61be06b35f7420bf9?s=128&d=identicon&r=PG,,101,,,5,2015-12-02T01:40:24.417,,1276906
424,Felipe Gavilán,0,0,2015-12-25T00:05:04.567,https://www.gravatar.com/avatar/a9cc78d85aafcd5c44aaa3797ac9463d?s=128&d=identicon&r=PG,,101,Dominican Republic,,0,2015-12-02T01:53:22.890,,1120468
425,Ricardo Cárdenes,1,0,2015-12-02T02:00:24.447,https://www.gravatar.com/avatar/08dc7b6c240ed52a7aadf8603cca0766?s=128&d=identicon&r=PG,,101,Hawaii,40,1,2015-12-02T02:00:24.447,"<p>I used to work as a sysadmin/developer at an astronomical observatory in the Canary Islands. Then I moved to Hawaii to work as a developer in yet another astronomical observatory. You could say I like to be in touch with the stars :-)</p><br/><br/><p>Right now my main programming language is Python, but in the past I've done C/C++ and others. My line of work forces me to deal with Exelis' IDL (ugh) and Fortran, too.</p><br/>",96908
426,bjb568,3,1,2016-01-08T21:12:26.570,https://i.stack.imgur.com/7nxqo.jpg?s=128&g=1,https://devdoodle.net,101,"Cincinnati, OH",96,0,2015-12-02T02:19:52.107,<p>I'm a web developer.</p><br/>,2752900
427,Jorge Bucaran,0,0,2015-12-05T18:18:01.010,https://www.gravatar.com/avatar/749bc04c9edfd5d5ad5799afbc0e5e62?s=128&d=identicon&r=PG,http://bucaran.me/,101,"Tokyo, Japan",31,0,2015-12-02T02:22:37.723,,4730108
428,Emisor,0,0,2015-12-02T03:03:18.680,https://www.gravatar.com/avatar/ff5ce2af8214323986fb6f7568482e48?s=128&d=identicon&r=PG&f=1,,101,,,0,2015-12-02T03:03:18.680,,6308112
429,Fefee.33,2,0,2016-01-22T00:36:06.820,https://www.gravatar.com/avatar/dd2b3438ed3252dce5c184b4eace56ba?s=128&d=identicon&r=PG&f=1,,1,"Buenos Aires, Argentina",,0,2015-12-02T03:07:50.113,,3103021
430,learnercys,24,14,2016-09-01T21:44:25.053,https://www.gravatar.com/avatar/95d9daf3d90f052f0f09f3e0624fb68c?s=128&d=identicon&r=PG,http://learnercys.wordpress.com,481,Guatemala,23,63,2015-12-02T03:27:15.590,<p>NodeJS Developer.</p><br/>,3100088
431,estemendoza,3,0,2015-12-16T21:21:12.453,https://www.gravatar.com/avatar/113a8990bad79b654009b6612134f4c3?s=128&d=identicon&r=PG,http://ar.linkedin.com/pub/esteban-mendoza/27/719/588,101,Argentina,34,7,2015-12-02T03:52:45.903,<p>Web and mobile developer fan</p><br/>,1155779
432,aretxabaleta,1,0,2015-12-02T04:08:39.387,,http://earthscience.stackexchange.com/users/111/aretxabaleta/,101,"Massachusetts, USA",41,2,2015-12-02T04:08:39.387,<p>Coastal oceanographer</p><br/>,4157020
433,Fernando Juarez,17,0,2015-12-15T14:49:50.347,https://lh3.googleusercontent.com/-t9MM3267f5E/AAAAAAAAAAI/AAAAAAAAAAA/b55bGizsW7s/photo.jpg?sz=128,,1,,,4,2015-12-02T04:17:28.153,,3897536
434,davcs86,0,0,2016-01-18T23:59:44.470,https://i.stack.imgur.com/e20mf.jpg?s=128&g=1,https://www.linkedin.com/in/davcs86,101,Mexico,30,0,2015-12-02T04:25:02.477,"<p>Chemical engineer & .Net developer, by Day.</p><br/><br/><p>By night, open-source freelance developer.</p><br/><br/><p>A technology enthusiast, but not an early-adopter.</p><br/>",66385
435,Carlos Vazquez,0,0,2016-04-21T04:17:43.490,https://i.stack.imgur.com/q6eHT.jpg?s=128&g=1,,1,,,0,2015-12-02T04:36:27.343,,4924416
436,Nadeem_MK,0,0,2015-12-02T04:53:21.910,https://i.stack.imgur.com/x3dSY.jpg?s=128&g=1,http://www.google.mu/,101,Mauritius,,0,2015-12-02T04:53:21.910,"<p>I'm a diver, pretty much like a programmer, who can dive deep in their codes and can remain calm even under pressure.</p><br/><br/><p>Worked mainly on <code>VB.Net</code> and <code>VB6</code> (form base) with <code>Crystal Report 8</code> and <code>Crystal Report XI</code> and quite new to web development.</p><br/><br/><p>Actually working on <code>ASP.NET</code> <code>MVC4</code>, <code>JQuery</code>, <code>Javascript</code>, <code>JsRender</code>, <code>Kendo/Teleriks</code> and <code>WPF 4.0</code> with <code>MVVM</code>, <code>WCF</code>, <code>Windows Workflow</code> and <code>SQL Server Management Studio</code></p><br/><br/><p>""Programming today is a race between software engineers striving to build bigger and better idiot-proof programs, and the Universe trying to produce bigger and better idiots. So far, the Universe is winning."" <br/>Rich Cook.</p><br/>",2810113
437,gian1200,2,0,2016-04-30T15:37:16.333,https://www.gravatar.com/avatar/184cb14d817daff8a6cf49e816252e68?s=128&d=identicon&r=PG,http://127.0.0.1,101,"Lima, Peru",26,0,2015-12-02T04:54:13.287,<p>I'm a human being who uses devices to access and use internet</p><br/>,400908
440,Carlos Ignacio Gomez Maureira,3,0,2015-12-02T07:05:31.187,https://graph.facebook.com/10207131479458323/picture?type=large,,1,,,0,2015-12-02T05:38:16.963,,7352643
441,jjmerelo,1,0,2016-04-09T11:22:06.347,https://www.gravatar.com/avatar/dd366bcdcf85991fa8af1b6d11d3ad49?s=128&d=identicon&r=PG,http://blojj.blogalia.com,101,Granada,,1,2015-12-02T06:07:16.317,<p>Any question?</p><br/>,479023
442,sebabeva,2,0,2016-06-30T04:15:31.783,https://www.gravatar.com/avatar/1b34fc231f45efdc020c254b46d79105?s=128&d=identicon&r=PG,http://sebabeva.blogspot.com.ar/,1,Argentina,25,2,2015-12-02T06:13:01.700,,2441389
443,Sergio Silva Rubio,2,0,2016-04-20T15:19:27.217,https://lh3.googleusercontent.com/-eY9TxmoiwkA/AAAAAAAAAAI/AAAAAAAAAEI/nIfE7lNjYyI/photo.jpg,,1,,,2,2015-12-02T06:50:36.043,,7397619
445,Rafael,1,0,2016-08-11T07:41:53.687,https://www.gravatar.com/avatar/311c291a92a7869d2312cb2ce8f8b651?s=128&d=identicon&r=PG&f=1,,101,,,2,2015-12-02T06:56:49.217,,5591942
446,Eylen,0,0,2015-12-02T08:04:40.477,https://www.gravatar.com/avatar/07d663fcabb15d286659b263aecb3789?s=128&d=identicon&r=PG,,101,"Vitoria, Spain",,0,2015-12-02T07:08:46.927,<h1>SOreadytohelp</h1><br/>,1299672
450,nachoab,2,0,2015-12-02T07:17:22.603,https://www.gravatar.com/avatar/78d7ab2563defdc9978477c48db0c3ff?s=128&d=identicon&r=PG,http://www.tinyslider.com,1,"Madrid, Spain",,0,2015-12-02T07:17:22.603,,290355
451,Cerbrus,0,0,2015-12-02T07:17:30.063,https://i.stack.imgur.com/i63aC.gif?s=128&g=1,http://www.google.com,101,The Netherlands,25,0,2015-12-02T07:17:30.063,"<p>#SOreadytohelp</p><br/><br/><p>Boop!  </p><br/><br/><p>@<a href=""http://dystroy.org/miaou"" rel=""nofollow"">Miaou</a>: <a href=""http://dystroy.org/miaou/user/1227"" rel=""nofollow"">Cerbrus</a> Running the <a href=""http://dystroy.org/miaou/user/1254"" rel=""nofollow"">Cerb3PO</a> bot.</p><br/>",2058164
452,Dani Carbonell,1,0,2016-03-18T08:01:45.507,https://www.gravatar.com/avatar/e4a6ff31d784e6932186a1d0e5bbe6e3?s=128&d=identicon&r=PG,,101,Spain,36,0,2015-12-02T07:19:57.973,,1488490
453,Makros,3,0,2015-12-02T11:42:41.807,https://graph.facebook.com/10204750513823689/picture?type=large,,1,,,0,2015-12-02T07:23:52.563,,6618488
454,christiansr85,1,0,2016-03-04T08:28:07.020,https://i.stack.imgur.com/dg3WT.jpg,http://www.linkedin.com/pub/christian-s%C3%A1nchez-ruiz/41/287/a10/en,1,"Murcia, Spain",31,0,2015-12-02T07:37:01.250,<p>Software developer in Aqualogy(Suez).</p><br/>,1282230
455,Rubens,2,0,2016-08-22T06:20:22.153,https://www.gravatar.com/avatar/0d05e9f8fb4b6600f06ca4c46f542bfd?s=128&d=identicon&r=PG&f=1,,1,,,0,2015-12-02T07:38:45.773,,7397836
456,JuanRocamonde,5,1,2016-08-26T14:31:58.633,https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1,http://www.rocamonde.com,151,"SdC, Galiza",,6,2015-12-02T07:39:05.893,"<pre><code>let whatIdo = [""MUSICIAN"", ""PROGRAMMER"", ""WRITER"", ""PHOTOGRAPHER"", ""DESIGNER"", ""STUDENT""]<br/></code></pre><br/><br/><blockquote><br/>  <p>Long you live and high you fly              <br><br/>  And smiles you'll give and tears you'll cry <br><br/>  And all you touch and all you see           <br><br/>  Is all your life will ever be.</p><br/></blockquote><br/><br/><p><a href=""http://www.rocamonde.com"" rel=""nofollow"">www.rocamonde.com</a></p><br/>",3784557
